s0,s1,s2,transform,action,overall
CC,C,C,0.0149183,0.272803,0.357646
CC,C,C,0.0149217,0.273765,0.367005
CC,C,C,0.0148183,0.272736,0.351512
CC,C,C,0.0147014,0.272749,0.352124
CC,C,C,0.0150284,0.272738,0.355389
CC,C,C,0.0147052,0.272781,0.353472
CC,C,C,0.0148523,0.272974,0.354548
CC,C,C,0.0147929,0.272756,0.371884
CC,C,C,0.0148174,0.27288,0.350229
CC,C,C,0.0149399,0.272879,0.35722
CC,C,C,0.0148242,0.272854,0.351649
CC,C,C,0.014854,0.27289,0.352726
CC,C,R,0.0104947,0.27324,0.354046
CC,C,R,0.0105113,0.27281,0.368685
CC,C,R,0.0103912,0.272715,0.350538
CC,C,R,0.0104234,0.272584,0.349806
CC,C,R,0.0103852,0.272822,0.350987
CC,C,R,0.0104204,0.272892,0.349218
CC,C,R,0.010393,0.272679,0.346871
CC,C,R,0.0104894,0.272549,0.364757
CC,C,R,0.0104096,0.272893,0.360005
CC,C,R,0.0103544,0.272905,0.350047
CC,C,R,0.0105451,0.275859,0.356844
CC,C,R,0.0105078,0.276045,0.359494
CC,C,R,0.0105322,0.276076,0.356175
CC,C,R,0.00671744,0.27622,0.370857
CC,C,R,0.0105057,0.276047,0.353806
CC,C,R,0.0105046,0.275915,0.354991
CC,C,R,0.0105657,0.276032,0.358943
CC,C,R,0.0105345,0.275862,0.355015
CC,C,R,0.0105739,0.27595,0.354109
CC,C,R,0.0105504,0.275866,0.370412
CC,R,CC,0.00953887,0.228881,0.316743
CC,R,CC,0.00948661,0.228717,0.313528
CC,R,CC,0.00946414,0.228405,0.309624
CC,R,CC,0.00945138,0.229118,0.312307
CC,R,CC,0.00941982,0.229198,0.311973
CC,R,CC,0.00936156,0.229438,0.30964
CC,R,CC,0.00954562,0.231039,0.328714
CC,R,CC,0.00944733,0.231433,0.31985
CC,R,CC,0.00938224,0.231255,0.312317
CC,R,CC,0.0094601,0.230491,0.310977
CC,R,CC,0.00939401,0.229928,0.31027
CC,R,CC,0.00952042,0.229777,0.309896
CC,R,CC,0.00952965,0.227208,0.306941
CC,R,CC,0.0092835,0.226606,0.322507
CC,R,CC,0.00934463,0.226409,0.307595
CC,R,CC,0.00938204,0.226615,0.308813
CC,R,CC,0.00926613,0.227222,0.30947
CC,R,CC,0.00926917,0.226954,0.306681
CC,R,CC,0.00934687,0.228284,0.313605
CC,R,CC,0.00947855,0.228655,0.307426
CC,R,RR,0.0109117,0.228431,0.327909
CC,R,RR,0.0108344,0.227123,0.308902
CC,R,RR,0.0107525,0.226197,0.308964
CC,R,RR,0.0108286,0.226664,0.308396
CC,R,RR,0.0107683,0.226336,0.306443
CC,R,RR,0.0107114,0.226087,0.304236
CC,R,RR,0.0107795,0.226183,0.308817
CC,R,RR,0.0107056,0.225459,0.322057
CC,R,RR,0.0106949,0.225288,0.305617
CC,R,RR,0.0108429,0.226194,0.30615
CC,R,RR,0.010712,0.225595,0.303107
CC,R,RR,0.0106848,0.225485,0.304444
CC,R,RR,0.0107259,0.225459,0.303548
CC,R,RR,0.0107893,0.225331,0.310427
CC,R,RR,0.0107926,0.22523,0.322884
CC,R,RR,0.0107816,0.225471,0.309687
CC,R,RR,0.0107141,0.225327,0.307549
CC,R,RR,0.0107689,0.225077,0.306312
CC,R,RR,0.0107566,0.224928,0.301206
CC,R,RR,0.0107377,0.22577,0.30865
CC,R,CR,0.00953323,0.22489,0.304565
CC,R,CR,0.00945491,0.225147,0.321947
CC,R,CR,0.0095281,0.225506,0.302857
CC,R,CR,0.00945439,0.226108,0.304287
CC,R,CR,0.00946353,0.225339,0.303362
CC,R,CR,0.00958158,0.226644,0.310719
CC,R,CR,0.00945108,0.22601,0.304386
CC,R,CR,0.00947197,0.225715,0.304787
CC,R,CR,0.00953079,0.225235,0.324001
CC,R,CR,0.00945223,0.225147,0.299444
CC,R,CR,0.00950858,0.225191,0.307131
CC,R,CR,0.00942137,0.225299,0.305516
CC,R,CR,0.0094578,0.225141,0.312
CC,R,CR,0.00949825,0.224981,0.302423
CC,R,CR,0.00944192,0.225179,0.306272
CC,R,CR,0.00946122,0.225116,0.314492
CC,R,CR,0.00938652,0.224879,0.30233
CC,R,CR,0.00938467,0.225166,0.300267
CC,R,CR,0.0094448,0.225019,0.311836
CC,R,CR,0.00942738,0.225264,0.307406
CC,R,RC,0.0103141,0.225196,0.304216
CC,R,RC,0.0101247,0.225035,0.306394
CC,R,RC,0.0101111,0.225156,0.319756
CC,R,RC,0.0102375,0.225353,0.307624
CC,R,RC,0.010199,0.225448,0.30164
CC,R,RC,0.0101058,0.225281,0.304466
CC,R,RC,0.0100671,0.224904,0.308235
CC,R,RC,0.0100643,0.224743,0.299721
CC,R,RC,0.0101968,0.224548,0.304866
CC,R,RC,0.0101847,0.224623,0.319231
CC,R,RC,0.0100941,0.224501,0.307672
CC,R,RC,0.010132,0.224266,0.302068
CC,R,RC,0.0100682,0.224606,0.301702
CC,R,RC,0.0100776,0.22534,0.304411
CC,R,RC,0.0101691,0.225256,0.306691
CC,R,RC,0.0100896,0.225025,0.302942
CC,R,RC,0.0100868,0.224912,0.321863
CC,R,RC,0.0102017,0.224892,0.305573
CC,R,RC,0.0100439,0.22498,0.303679
CC,R,RC,0.01007,0.224896,0.301008
CC,R,C,0.00917981,0.22494,0.304623
CC,R,C,0.00904506,0.225062,0.30379
CC,R,C,0.00906614,0.224926,0.303416
CC,R,C,0.0090647,0.225107,0.320988
CC,R,C,0.0090985,0.224763,0.301785
CC,R,C,0.00903168,0.227472,0.310265
CC,R,C,0.00943852,0.225084,0.301804
CC,R,C,0.00900648,0.225184,0.301175
CC,R,C,0.00915317,0.228972,0.309736
CC,R,C,0.00941644,0.229557,0.310828
CC,R,C,0.00942532,0.226856,0.318261
CC,R,C,0.00901601,0.223748,0.302672
CC,R,C,0.0091622,0.224957,0.301846
CC,R,C,0.00912852,0.225096,0.303088
CC,R,C,0.00911128,0.225463,0.303829
CC,R,C,0.00914488,0.22487,0.300214
CC,R,C,0.00939766,0.224598,0.301962
CC,R,C,0.00910228,0.224431,0.31773
CC,R,C,0.00921762,0.225699,0.314662
CC,R,C,0.00921603,0.225432,0.305824
CC,R,R,0.00486269,0.224933,0.296277
CC,R,R,0.00477422,0.22468,0.297803
CC,R,R,0.00474042,0.224131,0.296647
CC,R,R,0.00478994,0.224768,0.300859
CC,R,R,0.00474387,0.224278,0.315067
CC,R,R,0.00478899,0.22421,0.296573
CC,R,R,0.0047484,0.224564,0.298916
CC,R,R,0.00476043,0.224222,0.298001
CC,R,R,0.00475852,0.224394,0.306082
CC,R,R,0.00473254,0.224193,0.296017
CC,R,R,0.00481465,0.224258,0.29748
CC,R,R,0.00473954,0.224206,0.310979
CC,R,R,0.00485919,0.224529,0.29873
CC,R,R,0.00475217,0.224313,0.298932
CC,R,R,0.00476159,0.224387,0.295544
CC,R,R,0.00473777,0.224307,0.297166
CC,R,R,0.00475673,0.224907,0.297636
CC,R,R,0.00480068,0.224999,0.302119
CC,R,R,0.00473947,0.224001,0.314981
CC,R,R,0.00474203,0.223826,0.303524
RR,CC,CC,0.0262358,0.222191,0.309287
RR,CC,CC,0.0259484,0.222013,0.313388
RR,CC,CC,0.025882,0.221978,0.308316
RR,CC,CC,0.025942,0.222058,0.309109
RR,CC,CC,0.0258983,0.222015,0.311672
RR,CC,CC,0.0258541,0.222007,0.322287
RR,CC,CC,0.0259463,0.222263,0.306979
RR,CC,CC,0.0258732,0.222026,0.305904
RR,CC,CC,0.0258077,0.222007,0.309304
RR,CC,CC,0.0259233,0.22199,0.306724
RR,CC,CC,0.0257738,0.221984,0.312461
RR,CC,CC,0.0259183,0.222039,0.304273
RR,CC,CC,0.0311878,0.22222,0.327753
RR,CC,CC,0.026007,0.222061,0.308993
RR,CC,CC,0.0260028,0.222028,0.309255
RR,CC,CC,0.026013,0.222162,0.306056
RR,CC,CC,0.0258577,0.221986,0.305612
RR,CC,CC,0.0258365,0.221991,0.30216
RR,CC,CC,0.0259728,0.222055,0.308884
RR,CC,CC,0.0258896,0.222088,0.320025
RR,CC,RR,0.02751,0.222037,0.312779
RR,CC,RR,0.027404,0.22226,0.314188
RR,CC,RR,0.0276079,0.221889,0.308023
RR,CC,RR,0.0273817,0.222054,0.310154
RR,CC,RR,0.0272904,0.221008,0.308028
RR,CC,RR,0.0272242,0.220869,0.304879
RR,CC,RR,0.027203,0.221313,0.321071
RR,CC,RR,0.0272873,0.220869,0.305488
RR,CC,RR,0.0273138,0.220969,0.305651
RR,CC,RR,0.0273617,0.221027,0.307435
RR,CC,RR,0.0273208,0.221026,0.308398
RR,CC,RR,0.0273493,0.220682,0.306229
RR,CC,RR,0.0276317,0.220786,0.306886
RR,CC,RR,0.0178901,0.22071,0.324817
RR,CC,RR,0.0274231,0.220774,0.313649
RR,CC,RR,0.0273309,0.22073,0.307741
RR,CC,RR,0.0180947,0.220747,0.310117
RR,CC,RR,0.0273102,0.220707,0.310503
RR,CC,RR,0.0273838,0.220725,0.305929
RR,CC,RR,0.0271577,0.220675,0.308951
RR,CC,CR,0.0262039,0.220857,0.32091
RR,CC,CR,0.0262267,0.220805,0.311396
RR,CC,CR,0.0261821,0.220878,0.305479
RR,CC,CR,0.0261487,0.220865,0.303352
RR,CC,CR,0.0169886,0.220859,0.310902
RR,CC,CR,0.0262373,0.220833,0.307493
RR,CC,CR,0.0260542,0.221069,0.302875
RR,CC,CR,0.0260028,0.220771,0.319854
RR,CC,CR,0.0260181,0.220912,0.304161
RR,CC,CR,0.026113,0.220901,0.304637
RR,CC,CR,0.0261326,0.223054,0.306912
RR,CC,CR,0.0262437,0.222197,0.314714
RR,CC,CR,0.0263333,0.222314,0.31409
RR,CC,CR,0.0263476,0.222401,0.306205
RR,CC,CR,0.0262398,0.222129,0.321578
RR,CC,CR,0.0262829,0.222095,0.305124
RR,CC,CR,0.0261623,0.222086,0.31022
RR,CC,CR,0.0261499,0.222082,0.307532
RR,CC,CR,0.0261599,0.222042,0.304447
RR,CC,CR,0.0262231,0.22204,0.30768
RR,CC,RC,0.0176803,0.222063,0.309607
RR,CC,RC,0.0268982,0.221958,0.328039
RR,CC,RC,0.0269441,0.221994,0.31006
RR,CC,RC,0.0268993,0.222096,0.309
RR,CC,RC,0.0268282,0.221971,0.30592
RR,CC,RC,0.0268529,0.222061,0.313014
RR,CC,RC,0.026848,0.222256,0.31617
RR,CC,RC,0.0268491,0.221956,0.310072
RR,CC,RC,0.0270054,0.221915,0.319838
RR,CC,RC,0.0268513,0.221996,0.312142
RR,CC,RC,0.0267561,0.221962,0.309736
RR,CC,RC,0.0268747,0.221988,0.30427
RR,CC,RC,0.0268147,0.221977,0.308857
RR,CC,RC,0.0268973,0.221957,0.312918
RR,CC,RC,0.0269039,0.221959,0.310413
RR,CC,RC,0.0269413,0.222064,0.327466
RR,CC,RC,0.026883,0.222585,0.312453
RR,CC,RC,0.0269151,0.222707,0.317908
RR,CC,RC,0.026899,0.222782,0.305811
RR,CC,RC,0.0268602,0.222701,0.306426
RR,CC,C,0.0165942,0.22297,0.307339
RR,CC,C,0.0258861,0.222847,0.312936
RR,CC,C,0.0259223,0.222748,0.326724
RR,CC,C,0.0257534,0.222784,0.30844
RR,CC,C,0.0257054,0.222723,0.307437
RR,CC,C,0.025787,0.222781,0.308518
RR,CC,C,0.0258618,0.223069,0.303458
RR,CC,C,0.0256141,0.222729,0.30557
RR,CC,C,0.0258381,0.222764,0.310313
RR,CC,C,0.0257503,0.222767,0.31963
RR,CC,C,0.0257149,0.222783,0.30778
RR,CC,C,0.0164648,0.222736,0.306388
RR,CC,C,0.0259917,0.222855,0.305461
RR,CC,C,0.0164231,0.222744,0.309197
RR,CC,C,0.0257918,0.222719,0.309316
RR,CC,C,0.0258795,0.222781,0.31163
RR,CC,C,0.0258942,0.222742,0.324378
RR,CC,C,0.0258022,0.222814,0.3087
RR,CC,C,0.0164414,0.222737,0.304131
RR,CC,C,0.0165997,0.222756,0.31238
RR,CC,R,0.0215578,0.222639,0.303692
RR,CC,R,0.0213416,0.222493,0.301674
RR,CC,R,0.0214489,0.222168,0.299002
RR,CC,R,0.0119929,0.222266,0.318691
RR,CC,R,0.0214274,0.222224,0.299163
RR,CC,R,0.0213894,0.222237,0.300942
RR,CC,R,0.0213501,0.222437,0.304121
RR,CC,R,0.0216724,0.222206,0.297707
RR,CC,R,0.0120228,0.222136,0.29964
RR,CC,R,0.0213495,0.222161,0.298698
RR,CC,R,0.0214286,0.222168,0.316184
RR,CC,R,0.0214634,0.222151,0.302891
RR,CC,R,0.021416,0.22219,0.301843
RR,CC,R,0.0213213,0.22224,0.300115
RR,CC,R,0.0214366,0.222209,0.298225
RR,CC,R,0.0213258,0.222162,0.302184
RR,CC,R,0.0213309,0.222186,0.303459
RR,CC,R,0.0119965,0.222288,0.315803
RR,CC,R,0.0120218,0.222148,0.300864
RR,CC,R,0.021307,0.222212,0.301931
RR,RR,CC,0.0265512,0.204043,0.288177
RR,RR,CC,0.0264105,0.204684,0.288891
RR,RR,CC,0.0264772,0.204134,0.290521
RR,RR,CC,0.0264423,0.203791,0.286495
RR,RR,CC,0.0264182,0.204402,0.304298
RR,RR,CC,0.0265619,0.203913,0.288741
RR,RR,CC,0.0264732,0.203985,0.289993
RR,RR,CC,0.0178186,0.204871,0.286325
RR,RR,CC,0.0264149,0.203294,0.28833
RR,RR,CC,0.0264821,0.20324,0.283114
RR,RR,CC,0.026238,0.202599,0.286747
RR,RR,CC,0.0262501,0.20301,0.287431
RR,RR,CC,0.0262657,0.202959,0.306115
RR,RR,CC,0.0263059,0.203597,0.288953
RR,RR,CC,0.0262859,0.203601,0.285753
RR,RR,CC,0.0261817,0.202165,0.286354
RR,RR,CC,0.0175626,0.203418,0.28957
RR,RR,CC,0.0261797,0.202641,0.285518
RR,RR,CC,0.0263312,0.203541,0.288085
RR,RR,CC,0.0262762,0.202378,0.287422
RR,RR,RR,0.028048,0.202627,0.305305
RR,RR,RR,0.0190863,0.202367,0.287809
RR,RR,RR,0.0276766,0.202429,0.284791
RR,RR,RR,0.027789,0.20241,0.287438
RR,RR,RR,0.027602,0.202689,0.286818
RR,RR,RR,0.0277091,0.203158,0.286272
RR,RR,RR,0.0278281,0.203128,0.29156
RR,RR,RR,0.0277611,0.203018,0.290951
RR,RR,RR,0.027758,0.203082,0.307226
RR,RR,RR,0.0279231,0.202732,0.289741
RR,RR,RR,0.0276341,0.203046,0.286988
RR,RR,RR,0.0279875,0.202676,0.288653
RR,RR,RR,0.0277663,0.202842,0.28801
RR,RR,RR,0.0277779,0.20323,0.289308
RR,RR,RR,0.0277349,0.202577,0.289888
RR,RR,RR,0.0277622,0.203338,0.287273
RR,RR,RR,0.0279242,0.203163,0.302026
RR,RR,RR,0.0279657,0.203043,0.288161
RR,RR,RR,0.0277685,0.203008,0.287478
RR,RR,RR,0.0279177,0.20342,0.29173
RR,RR,CR,0.0181461,0.203383,0.291895
RR,RR,CR,0.0281126,0.204513,0.293488
RR,RR,CR,0.0266946,0.204633,0.290571
RR,RR,CR,0.0267387,0.203116,0.287318
RR,RR,CR,0.0268891,0.20377,0.320067
RR,RR,CR,0.0267355,0.203667,0.291323
RR,RR,CR,0.0267916,0.204008,0.289357
RR,RR,CR,0.0267891,0.203823,0.290671
RR,RR,CR,0.026776,0.204626,0.292196
RR,RR,CR,0.0267733,0.20324,0.288194
RR,RR,CR,0.0267403,0.204521,0.289915
RR,RR,CR,0.0179276,0.204394,0.303276
RR,RR,CR,0.0267706,0.203982,0.289424
RR,RR,CR,0.0267233,0.203916,0.28944
RR,RR,CR,0.0267284,0.203244,0.290502
RR,RR,CR,0.0269837,0.203416,0.285344
RR,RR,CR,0.0267427,0.203645,0.283088
RR,RR,CR,0.0268772,0.204425,0.28629
RR,RR,CR,0.0268719,0.204832,0.29086
RR,RR,CR,0.0266724,0.203819,0.307618
RR,RR,RC,0.027435,0.203466,0.29042
RR,RR,RC,0.0272323,0.204203,0.287529
RR,RR,RC,0.0272349,0.204547,0.284761
RR,RR,RC,0.0273184,0.204442,0.286529
RR,RR,RC,0.0273294,0.204682,0.289415
RR,RR,RC,0.0273494,0.204082,0.291082
RR,RR,RC,0.0272427,0.204109,0.28646
RR,RR,RC,0.0275417,0.204703,0.309052
RR,RR,RC,0.0273451,0.204077,0.290719
RR,RR,RC,0.027485,0.2042,0.291255
RR,RR,RC,0.0272663,0.203927,0.289775
RR,RR,RC,0.0275089,0.203316,0.287948
RR,RR,RC,0.0272972,0.203644,0.289308
RR,RR,RC,0.0273533,0.204748,0.290513
RR,RR,RC,0.0272714,0.204651,0.295453
RR,RR,RC,0.0273197,0.203873,0.331065
RR,RR,RC,0.0274318,0.203566,0.293982
RR,RR,RC,0.0186187,0.203842,0.288219
RR,RR,RC,0.0273572,0.20478,0.288513
RR,RR,RC,0.0273649,0.204185,0.289931
RR,RR,C,0.0176758,0.20434,0.291858
RR,RR,C,0.0263236,0.203807,0.290973
RR,RR,C,0.0263458,0.203555,0.322281
RR,RR,C,0.0263553,0.204963,0.28747
RR,RR,C,0.0263436,0.204274,0.289128
RR,RR,C,0.0262886,0.204965,0.290021
RR,RR,C,0.0262269,0.205241,0.288276
RR,RR,C,0.0262037,0.203885,0.290295
RR,RR,C,0.0262997,0.204342,0.289014
RR,RR,C,0.0263263,0.204466,0.305106
RR,RR,C,0.0263451,0.204728,0.291123
RR,RR,C,0.0261388,0.204514,0.288275
RR,RR,C,0.0262914,0.204562,0.289341
RR,RR,C,0.0263091,0.204011,0.289307
RR,RR,C,0.0261616,0.204037,0.287353
RR,RR,C,0.0262375,0.204763,0.286281
RR,RR,C,0.0262918,0.203852,0.286986
RR,RR,C,0.0262284,0.20467,0.304496
RR,RR,C,0.0262363,0.204154,0.289755
RR,RR,C,0.0174618,0.204627,0.284751
RR,RR,R,0.0221184,0.204486,0.289658
RR,RR,R,0.0218215,0.203934,0.280945
RR,RR,R,0.0130108,0.203768,0.286762
RR,RR,R,0.0218043,0.204432,0.28561
RR,RR,R,0.0218365,0.204354,0.284441
RR,RR,R,0.0219585,0.203908,0.309374
RR,RR,R,0.0218004,0.20404,0.294589
RR,RR,R,0.0218359,0.204082,0.280479
RR,RR,R,0.0217672,0.203782,0.281178
RR,RR,R,0.0218434,0.20447,0.284013
RR,RR,R,0.0224803,0.204667,0.279202
RR,RR,R,0.0217573,0.20366,0.286707
RR,RR,R,0.0218916,0.203651,0.304107
RR,RR,R,0.0218089,0.2034,0.282755
RR,RR,R,0.0217638,0.203762,0.289561
RR,RR,R,0.0218285,0.204439,0.288543
RR,RR,R,0.0217686,0.203573,0.286327
RR,RR,R,0.0218109,0.203221,0.281602
RR,RR,R,0.0217731,0.202618,0.284276
RR,RR,R,0.0217238,0.201662,0.282311
RR,CR,CC,0.0258922,0.221469,0.32473
RR,CR,CC,0.025774,0.221389,0.31177
RR,CR,CC,0.025873,0.221409,0.303805
RR,CR,CC,0.0257977,0.2215,0.304403
RR,CR,CC,0.0257957,0.221466,0.307917
RR,CR,CC,0.0258099,0.221388,0.300651
RR,CR,CC,0.025784,0.221695,0.300683
RR,CR,CC,0.016591,0.221353,0.320465
RR,CR,CC,0.0256873,0.221489,0.303248
RR,CR,CC,0.0257907,0.22147,0.307554
RR,CR,CC,0.0257972,0.221485,0.305453
RR,CR,CC,0.0257318,0.221413,0.306285
RR,CR,CC,0.0258316,0.221585,0.306217
RR,CR,CC,0.0258428,0.222737,0.309799
RR,CR,CC,0.025784,0.22239,0.32474
RR,CR,CC,0.0257185,0.222138,0.304074
RR,CR,CC,0.0257513,0.221896,0.305662
RR,CR,CC,0.0257532,0.221441,0.306202
RR,CR,CC,0.0257734,0.221528,0.302714
RR,CR,CC,0.0256916,0.221628,0.301273
RR,CR,RR,0.0274514,0.221454,0.308641
RR,CR,RR,0.0272182,0.221565,0.327616
RR,CR,RR,0.027218,0.22138,0.306022
RR,CR,RR,0.0181897,0.226547,0.310486
RR,CR,RR,0.027671,0.226128,0.313328
RR,CR,RR,0.0284453,0.226796,0.319952
RR,CR,RR,0.0182578,0.223265,0.311211
RR,CR,RR,0.0273746,0.223759,0.312067
RR,CR,RR,0.0273955,0.224564,0.326512
RR,CR,RR,0.0273604,0.224682,0.313149
RR,CR,RR,0.0273967,0.223959,0.310129
RR,CR,RR,0.0273934,0.223933,0.309876
RR,CR,RR,0.0273286,0.224,0.312641
RR,CR,RR,0.0182197,0.223904,0.309259
RR,CR,RR,0.0273923,0.223788,0.314379
RR,CR,RR,0.0272414,0.223702,0.329427
RR,CR,RR,0.0273964,0.224241,0.310051
RR,CR,RR,0.0181903,0.223819,0.313515
RR,CR,RR,0.0275519,0.223718,0.307042
RR,CR,RR,0.0273489,0.223587,0.311925
RR,CR,CR,0.0265335,0.223123,0.309728
RR,CR,CR,0.0261843,0.222862,0.307035
RR,CR,CR,0.0260999,0.222434,0.32452
RR,CR,CR,0.0262129,0.223004,0.306316
RR,CR,CR,0.0261034,0.222306,0.307009
RR,CR,CR,0.0262704,0.222883,0.307927
RR,CR,CR,0.0169826,0.223209,0.309428
RR,CR,CR,0.0264517,0.222765,0.31508
RR,CR,CR,0.0261869,0.222946,0.310249
RR,CR,CR,0.0263415,0.222747,0.325133
RR,CR,CR,0.0262821,0.22315,0.310657
RR,CR,CR,0.0263373,0.223176,0.312011
RR,CR,CR,0.0262921,0.223208,0.303807
RR,CR,CR,0.0262649,0.223969,0.308934
RR,CR,CR,0.0262206,0.224137,0.311501
RR,CR,CR,0.0264595,0.224147,0.310613
RR,CR,CR,0.0263455,0.224015,0.327783
RR,CR,CR,0.0263654,0.223843,0.311723
RR,CR,CR,0.0273781,0.224228,0.309714
RR,CR,CR,0.0263777,0.22426,0.31274
RR,CR,RC,0.0271977,0.22423,0.316773
RR,CR,RC,0.0268592,0.223206,0.317743
RR,CR,RC,0.017816,0.223132,0.309243
RR,CR,RC,0.026969,0.223261,0.331684
RR,CR,RC,0.0270806,0.223015,0.310813
RR,CR,RC,0.0270497,0.223504,0.317456
RR,CR,RC,0.0269759,0.224255,0.306279
RR,CR,RC,0.0268097,0.224473,0.30816
RR,CR,RC,0.0269937,0.222894,0.308333
RR,CR,RC,0.0268756,0.222835,0.309605
RR,CR,RC,0.0269461,0.222859,0.325631
RR,CR,RC,0.0269837,0.222897,0.310139
RR,CR,RC,0.0269424,0.222929,0.315603
RR,CR,RC,0.0179258,0.222873,0.309035
RR,CR,RC,0.0177046,0.223322,0.312226
RR,CR,RC,0.0269552,0.223364,0.307545
RR,CR,RC,0.027043,0.222616,0.308432
RR,CR,RC,0.0268597,0.222568,0.326804
RR,CR,RC,0.0270326,0.222439,0.3102
RR,CR,RC,0.0268974,0.222909,0.311319
RR,CR,C,0.026031,0.222803,0.314461
RR,CR,C,0.0256447,0.222976,0.308568
RR,CR,C,0.025628,0.222983,0.305752
RR,CR,C,0.0256463,0.222793,0.30565
RR,CR,C,0.0256775,0.222724,0.3228
RR,CR,C,0.0257236,0.222672,0.314022
RR,CR,C,0.0257096,0.223098,0.309227
RR,CR,C,0.0257457,0.222803,0.309479
RR,CR,C,0.0259225,0.222983,0.309228
RR,CR,C,0.0257674,0.222902,0.307426
RR,CR,C,0.0257171,0.226047,0.317136
RR,CR,C,0.0167628,0.224311,0.329001
RR,CR,C,0.0256874,0.225394,0.310627
RR,CR,C,0.0166249,0.228473,0.314704
RR,CR,C,0.0258913,0.228423,0.315959
RR,CR,C,0.0172979,0.225005,0.318261
RR,CR,C,0.0258224,0.222646,0.315002
RR,CR,C,0.0257115,0.22269,0.305626
RR,CR,C,0.0257583,0.222668,0.324025
RR,CR,C,0.0258867,0.222804,0.310031
RR,CR,R,0.0216201,0.222555,0.30568
RR,CR,R,0.0212683,0.221701,0.29737
RR,CR,R,0.0213115,0.221501,0.299023
RR,CR,R,0.0212228,0.22183,0.303937
RR,CR,R,0.0212786,0.221441,0.303744
RR,CR,R,0.0221785,0.22152,0.317495
RR,CR,R,0.0212404,0.220251,0.303954
RR,CR,R,0.0212314,0.220529,0.300109
RR,CR,R,0.0211805,0.220159,0.303666
RR,CR,R,0.0211289,0.220166,0.302279
RR,CR,R,0.0212268,0.220143,0.303045
RR,CR,R,0.0211253,0.220219,0.302321
RR,CR,R,0.021419,0.220156,0.315044
RR,CR,R,0.0212288,0.220191,0.299911
RR,CR,R,0.0211847,0.220137,0.303976
RR,CR,R,0.0212543,0.220165,0.302934
RR,CR,R,0.0121314,0.220169,0.300569
RR,CR,R,0.0212457,0.220154,0.305095
RR,CR,R,0.0214609,0.220227,0.302949
RR,CR,R,0.0121241,0.220151,0.312489
RR,RC,CC,0.0264173,0.201296,0.289885
RR,RC,CC,0.0263584,0.20093,0.290515
RR,RC,CC,0.0262283,0.200769,0.289256
RR,RC,CC,0.0263432,0.201121,0.290606
RR,RC,CC,0.0262367,0.201929,0.289402
RR,RC,CC,0.0262941,0.201155,0.285201
RR,RC,CC,0.0174973,0.200748,0.306238
RR,RC,CC,0.0264499,0.200669,0.286828
RR,RC,CC,0.0263819,0.20231,0.288492
RR,RC,CC,0.0267953,0.201881,0.291605
RR,RC,CC,0.0264939,0.202015,0.291407
RR,RC,CC,0.0194598,0.202751,0.293393
RR,RC,CC,0.0265687,0.202724,0.292314
RR,RC,CC,0.0264849,0.202892,0.287914
RR,RC,CC,0.0264407,0.201492,0.3154
RR,RC,CC,0.0265469,0.201382,0.288864
RR,RC,CC,0.0176781,0.202776,0.291083
RR,RC,CC,0.0263802,0.20216,0.293121
RR,RC,CC,0.0264876,0.201944,0.287345
RR,RC,CC,0.0178997,0.201991,0.288331
RR,RC,RR,0.0284728,0.201498,0.296517
RR,RC,RR,0.0279065,0.202163,0.309043
RR,RC,RR,0.0278768,0.201396,0.297052
RR,RC,RR,0.0192276,0.201938,0.287873
RR,RC,RR,0.0278352,0.201973,0.28977
RR,RC,RR,0.0279079,0.201657,0.285467
RR,RC,RR,0.0279033,0.201534,0.290369
RR,RC,RR,0.0278831,0.201961,0.288109
RR,RC,RR,0.0278911,0.201588,0.306205
RR,RC,RR,0.0287042,0.201328,0.290519
RR,RC,RR,0.0280376,0.20163,0.294471
RR,RC,RR,0.0281354,0.201668,0.294991
RR,RC,RR,0.0279613,0.201271,0.286617
RR,RC,RR,0.0281022,0.202118,0.293651
RR,RC,RR,0.0279648,0.20188,0.292603
RR,RC,RR,0.0280042,0.20239,0.308317
RR,RC,RR,0.028055,0.20181,0.292569
RR,RC,RR,0.0192166,0.20161,0.291253
RR,RC,RR,0.0191503,0.202025,0.29284
RR,RC,RR,0.0279023,0.201955,0.289512
RR,RC,CR,0.0269374,0.20183,0.289974
RR,RC,CR,0.0268498,0.201506,0.293233
RR,RC,CR,0.0268198,0.20197,0.300095
RR,RC,CR,0.0267721,0.201835,0.294246
RR,RC,CR,0.0268039,0.20239,0.293333
RR,RC,CR,0.0181637,0.202203,0.29438
RR,RC,CR,0.0179333,0.202168,0.285158
RR,RC,CR,0.0267288,0.202122,0.290023
RR,RC,CR,0.0267068,0.202887,0.289698
RR,RC,CR,0.0275211,0.201861,0.286062
RR,RC,CR,0.0269081,0.202657,0.318338
RR,RC,CR,0.0267904,0.201959,0.285668
RR,RC,CR,0.0267225,0.202524,0.28846
RR,RC,CR,0.0270439,0.201966,0.287684
RR,RC,CR,0.0179606,0.202059,0.293014
RR,RC,CR,0.0267914,0.201877,0.287849
RR,RC,CR,0.0268029,0.202721,0.298044
RR,RC,CR,0.0267898,0.202033,0.307512
RR,RC,CR,0.0268012,0.202707,0.291094
RR,RC,CR,0.0268,0.201965,0.291566
RR,RC,RC,0.0275274,0.202669,0.295315
RR,RC,RC,0.0272308,0.201541,0.281519
