s0,s1,s2,transform,action,overall
RR,RC,RC,0.0273587,0.202207,0.290339
RR,RC,RC,0.0272646,0.20189,0.28696
RR,RC,RC,0.0273011,0.201212,0.304111
RR,RC,RC,0.0273663,0.201378,0.285487
RR,RC,RC,0.0271522,0.200994,0.288057
RR,RC,RC,0.0276247,0.201078,0.296214
RR,RC,RC,0.0273637,0.201973,0.294367
RR,RC,RC,0.0273224,0.201118,0.294002
RR,RC,RC,0.0274553,0.202139,0.294782
RR,RC,RC,0.027243,0.201102,0.306378
RR,RC,RC,0.0184358,0.201026,0.285576
RR,RC,RC,0.0273122,0.202245,0.289259
RR,RC,RC,0.0187754,0.201141,0.292058
RR,RC,RC,0.0272918,0.201028,0.284976
RR,RC,RC,0.0185473,0.201661,0.28526
RR,RC,RC,0.027324,0.200996,0.286397
RR,RC,RC,0.0273317,0.201569,0.287718
RR,RC,RC,0.0272327,0.201389,0.324218
RR,RC,C,0.0263611,0.202527,0.293333
RR,RC,C,0.0261608,0.201871,0.291715
RR,RC,C,0.0261811,0.201588,0.288169
RR,RC,C,0.0177542,0.201778,0.288649
RR,RC,C,0.0261887,0.202479,0.290188
RR,RC,C,0.0265297,0.201427,0.293519
RR,RC,C,0.0263315,0.202848,0.311019
RR,RC,C,0.0262728,0.201674,0.285218
RR,RC,C,0.0262406,0.201349,0.288791
RR,RC,C,0.0262669,0.201312,0.291491
RR,RC,C,0.0174443,0.201241,0.289569
RR,RC,C,0.0261473,0.201164,0.289381
RR,RC,C,0.0261234,0.201145,0.290541
RR,RC,C,0.0262144,0.201051,0.2893
RR,RC,C,0.0262988,0.201653,0.323544
RR,RC,C,0.0175604,0.200628,0.287797
RR,RC,C,0.0261366,0.200882,0.291345
RR,RC,C,0.0261136,0.200942,0.285233
RR,RC,C,0.0263587,0.200783,0.28871
RR,RC,C,0.0261706,0.200906,0.298039
RR,RC,R,0.0218651,0.201311,0.289852
RR,RC,R,0.0217641,0.200822,0.286303
RR,RC,R,0.0217076,0.201079,0.281305
RR,RC,R,0.0130215,0.200814,0.280276
RR,RC,R,0.0216523,0.200549,0.289153
RR,RC,R,0.0216811,0.200865,0.287395
RR,RC,R,0.0222557,0.200951,0.277384
RR,RC,R,0.0218895,0.200558,0.282801
RR,RC,R,0.0216845,0.200754,0.278065
RR,RC,R,0.0216456,0.2012,0.296451
RR,RC,R,0.0217422,0.201044,0.282139
RR,RC,R,0.0216524,0.200638,0.280881
RR,RC,R,0.0215777,0.200364,0.284827
RR,RC,R,0.021751,0.200874,0.281122
RR,RC,R,0.0216983,0.200668,0.283535
RR,RC,R,0.0217448,0.20035,0.290967
RR,RC,R,0.0217176,0.200319,0.284599
RR,RC,R,0.0218424,0.20128,0.2955
RR,RC,R,0.0217991,0.20219,0.277965
RR,RC,R,0.0217444,0.201577,0.28294
RR,C,CC,0.026155,0.246107,0.33481
RR,C,CC,0.0259892,0.246718,0.329627
RR,C,CC,0.0259655,0.246058,0.331662
RR,C,CC,0.0260432,0.246093,0.353384
RR,C,CC,0.0258993,0.246034,0.336031
RR,C,CC,0.0262139,0.246078,0.335565
RR,C,CC,0.0262269,0.246758,0.336954
RR,C,CC,0.0167359,0.246057,0.329168
RR,C,CC,0.0259663,0.246036,0.333119
RR,C,CC,0.0169533,0.246106,0.351748
RR,C,CC,0.0259638,0.246073,0.336586
RR,C,CC,0.0260687,0.246068,0.33268
RR,C,CC,0.0260726,0.246047,0.333476
RR,C,CC,0.0259088,0.246726,0.333537
RR,C,CC,0.0258861,0.246969,0.32554
RR,C,CC,0.0168086,0.246046,0.33557
RR,C,CC,0.0259604,0.246102,0.34644
RR,C,CC,0.0260497,0.246007,0.33329
RR,C,CC,0.0168931,0.246169,0.336481
RR,C,CC,0.0259661,0.246177,0.331828
RR,C,RR,0.0275323,0.246082,0.338781
RR,C,RR,0.0273588,0.24596,0.333047
RR,C,RR,0.0276764,0.245832,0.332372
RR,C,RR,0.0275169,0.245864,0.352425
RR,C,RR,0.0273904,0.245879,0.331572
RR,C,RR,0.0274439,0.246155,0.337795
RR,C,RR,0.0274399,0.245837,0.333604
RR,C,RR,0.0182584,0.245862,0.337174
RR,C,RR,0.027425,0.245841,0.331374
RR,C,RR,0.0274591,0.245868,0.354871
RR,C,RR,0.0182782,0.245858,0.34037
RR,C,RR,0.0274482,0.245864,0.336396
RR,C,RR,0.0274792,0.24583,0.339298
RR,C,RR,0.0274416,0.245938,0.334118
RR,C,RR,0.0274247,0.245819,0.332954
RR,C,RR,0.0275353,0.245916,0.334292
RR,C,RR,0.0273817,0.245812,0.3481
RR,C,RR,0.0275479,0.245781,0.334936
RR,C,RR,0.0274276,0.245787,0.329581
RR,C,RR,0.0275473,0.245877,0.336101
RR,C,CR,0.0265071,0.245993,0.34298
RR,C,CR,0.0261553,0.246797,0.331444
RR,C,CR,0.0262638,0.246523,0.353853
RR,C,CR,0.0262155,0.245994,0.333815
RR,C,CR,0.0261386,0.245936,0.333742
RR,C,CR,0.0262376,0.245794,0.333466
RR,C,CR,0.0262409,0.245468,0.327848
RR,C,CR,0.0262425,0.245488,0.33136
RR,C,CR,0.0262645,0.245473,0.333045
RR,C,CR,0.0263138,0.245442,0.348778
RR,C,CR,0.0261068,0.245477,0.32885
RR,C,CR,0.0168153,0.245521,0.330823
RR,C,CR,0.0262921,0.245517,0.331638
RR,C,CR,0.0263172,0.245564,0.334816
RR,C,CR,0.0263218,0.245637,0.339554
RR,C,CR,0.0260806,0.245453,0.327417
RR,C,CR,0.0261812,0.245486,0.344552
RR,C,CR,0.0261988,0.245573,0.330211
RR,C,CR,0.017241,0.245543,0.339637
RR,C,CR,0.0169616,0.245505,0.33416
RR,C,RC,0.0270787,0.24556,0.338482
RR,C,RC,0.0269063,0.245408,0.337521
RR,C,RC,0.0175032,0.245379,0.341598
RR,C,RC,0.0268034,0.245395,0.33063
RR,C,RC,0.026842,0.245377,0.333083
RR,C,RC,0.0270371,0.245504,0.329488
RR,C,RC,0.0269136,0.245405,0.336052
RR,C,RC,0.0267182,0.245392,0.333637
RR,C,RC,0.0267409,0.245349,0.334495
RR,C,RC,0.0268751,0.245319,0.343124
RR,C,RC,0.0267267,0.245241,0.329166
RR,C,RC,0.0268134,0.245139,0.337099
RR,C,RC,0.0267179,0.245168,0.332689
RR,C,RC,0.0269158,0.245208,0.335368
RR,C,RC,0.0268392,0.245189,0.331733
RR,C,RC,0.026775,0.245168,0.330158
RR,C,RC,0.0266014,0.24521,0.342591
RR,C,RC,0.0267826,0.24512,0.338932
RR,C,RC,0.0266494,0.24521,0.325983
RR,C,RC,0.0268385,0.245168,0.334209
RR,C,C,0.0259959,0.245407,0.332479
RR,C,C,0.0267259,0.245445,0.335812
RR,C,C,0.025776,0.245388,0.329649
RR,C,C,0.0257484,0.245335,0.350429
RR,C,C,0.0256469,0.24534,0.330134
RR,C,C,0.0257114,0.245335,0.335754
RR,C,C,0.0259586,0.245345,0.332399
RR,C,C,0.025825,0.24535,0.337649
RR,C,C,0.0256302,0.245307,0.328581
RR,C,C,0.0256783,0.245378,0.342035
RR,C,C,0.0255847,0.24549,0.36026
RR,C,C,0.0257856,0.245765,0.326187
RR,C,C,0.0258136,0.245656,0.33437
RR,C,C,0.0255897,0.245637,0.327592
RR,C,C,0.0256969,0.2457,0.33999
RR,C,C,0.0257964,0.245649,0.33378
RR,C,C,0.0165476,0.245707,0.350888
RR,C,C,0.0257898,0.245661,0.335505
RR,C,C,0.0258179,0.245656,0.332012
RR,C,C,0.0258401,0.245692,0.330212
RR,C,R,0.0214541,0.245484,0.330567
RR,C,R,0.0211787,0.245445,0.325893
RR,C,R,0.0213055,0.245462,0.3361
RR,C,R,0.0120037,0.245431,0.345422
RR,C,R,0.0213045,0.245475,0.325323
RR,C,R,0.0212676,0.245415,0.327244
RR,C,R,0.0122035,0.245434,0.325744
RR,C,R,0.0212938,0.245396,0.324472
RR,C,R,0.0212934,0.245528,0.326302
RR,C,R,0.0212841,0.245487,0.326577
RR,C,R,0.0212718,0.245477,0.343212
RR,C,R,0.0221282,0.250461,0.341838
RR,C,R,0.0222525,0.250329,0.33665
RR,C,R,0.0213776,0.248593,0.335018
RR,C,R,0.0212695,0.245627,0.333685
RR,C,R,0.022232,0.247961,0.332839
RR,C,R,0.0213817,0.245874,0.345294
RR,C,R,0.0212613,0.246149,0.334648
RR,C,R,0.0213595,0.246108,0.32512
RR,C,R,0.0213057,0.246073,0.332728
RR,R,CC,0.0147965,0.204664,0.296237
RR,R,CC,0.0150553,0.210123,0.310203
RR,R,CC,0.0147573,0.209078,0.288749
RR,R,CC,0.0153977,0.209244,0.30966
RR,R,CC,0.0146708,0.208358,0.293328
RR,R,CC,0.0148514,0.207562,0.296879
RR,R,CC,0.0146412,0.207307,0.295513
RR,R,CC,0.0153057,0.208704,0.298691
RR,R,CC,0.0152601,0.211694,0.297522
RR,R,CC,0.0146286,0.214032,0.302095
RR,R,CC,0.0146486,0.208732,0.31018
RR,R,CC,0.0147126,0.209017,0.29546
RR,R,CC,0.0148359,0.209027,0.291258
RR,R,CC,0.01472,0.208886,0.292574
RR,R,CC,0.014667,0.208756,0.294535
RR,R,CC,0.0146576,0.208186,0.307444
RR,R,CC,0.0146935,0.209246,0.298111
RR,R,CC,0.0150129,0.207951,0.307409
RR,R,CC,0.0146872,0.208031,0.29307
RR,R,CC,0.0148285,0.207613,0.291925
RR,R,RR,0.0163012,0.206977,0.293949
RR,R,RR,0.0161543,0.207212,0.29908
RR,R,RR,0.016169,0.206188,0.297865
RR,R,RR,0.016168,0.205903,0.293155
RR,R,RR,0.016194,0.205561,0.305728
RR,R,RR,0.0160535,0.205133,0.290313
RR,R,RR,0.016185,0.205561,0.291675
RR,R,RR,0.016254,0.205306,0.294673
RR,R,RR,0.0161651,0.20546,0.294046
RR,R,RR,0.0168791,0.209713,0.299086
RR,R,RR,0.0165085,0.206763,0.288635
RR,R,RR,0.0165302,0.207497,0.319316
RR,R,RR,0.0161269,0.206065,0.292207
RR,R,RR,0.0161101,0.205841,0.294153
RR,R,RR,0.016288,0.205683,0.299193
RR,R,RR,0.0162161,0.205141,0.290719
RR,R,RR,0.0162057,0.204949,0.290537
RR,R,RR,0.0162446,0.20455,0.292022
RR,R,RR,0.0161985,0.204923,0.312682
RR,R,RR,0.0161087,0.205034,0.290634
RR,R,CR,0.0149849,0.205579,0.29235
RR,R,CR,0.0150616,0.205304,0.299974
RR,R,CR,0.0149002,0.205125,0.291778
RR,R,CR,0.0149992,0.205129,0.293611
RR,R,CR,0.0149214,0.205781,0.290756
RR,R,CR,0.0148763,0.205443,0.306062
RR,R,CR,0.014904,0.205,0.291622
RR,R,CR,0.0149358,0.205236,0.291137
RR,R,CR,0.01496,0.205203,0.288284
RR,R,CR,0.0149461,0.205101,0.294095
RR,R,CR,0.0150462,0.205602,0.296165
RR,R,CR,0.0149323,0.204684,0.29378
RR,R,CR,0.0149767,0.204906,0.309181
RR,R,CR,0.0149267,0.204896,0.296629
RR,R,CR,0.0149331,0.204912,0.296529
RR,R,CR,0.0148925,0.204982,0.292264
RR,R,CR,0.015021,0.204847,0.293133
RR,R,CR,0.0149881,0.204731,0.287592
RR,R,CR,0.0148694,0.205339,0.289981
RR,R,CR,0.0151459,0.204946,0.289066
RR,R,RC,0.0156304,0.204516,0.331057
RR,R,RC,0.0155187,0.204568,0.288797
RR,R,RC,0.0156329,0.204599,0.294479
RR,R,RC,0.0156929,0.204356,0.294821
RR,R,RC,0.0155056,0.204582,0.29655
RR,R,RC,0.015519,0.20532,0.304024
RR,R,RC,0.015574,0.206651,0.294385
RR,R,RC,0.0155696,0.207672,0.315214
RR,R,RC,0.0155887,0.208663,0.304278
RR,R,RC,0.0155903,0.208543,0.291058
RR,R,RC,0.0154836,0.207806,0.291998
RR,R,RC,0.0155157,0.207135,0.289655
RR,R,RC,0.0156102,0.206836,0.292901
RR,R,RC,0.0155509,0.205814,0.294656
RR,R,RC,0.0156457,0.205133,0.307344
RR,R,RC,0.0155976,0.205285,0.294245
RR,R,RC,0.0155577,0.20478,0.288129
RR,R,RC,0.0156316,0.204606,0.286115
RR,R,RC,0.0156481,0.204519,0.289696
RR,R,RC,0.0155108,0.204347,0.289516
RR,R,C,0.0145552,0.204542,0.28865
RR,R,C,0.0146588,0.204866,0.311041
RR,R,C,0.0145025,0.205079,0.288577
RR,R,C,0.0145089,0.204876,0.284829
RR,R,C,0.0144695,0.205286,0.287818
RR,R,C,0.0146082,0.20572,0.290949
RR,R,C,0.0145337,0.206688,0.288786
RR,R,C,0.0145878,0.205699,0.287483
RR,R,C,0.0144682,0.205675,0.287623
RR,R,C,0.0144791,0.205352,0.324822
RR,R,C,0.0145276,0.205539,0.28874
RR,R,C,0.0144839,0.205579,0.290402
RR,R,C,0.0145284,0.205745,0.288554
RR,R,C,0.0144745,0.205415,0.293303
RR,R,C,0.0144636,0.205708,0.288203
RR,R,C,0.0144573,0.205763,0.293066
RR,R,C,0.0146328,0.206146,0.308333
RR,R,C,0.014563,0.204814,0.29149
RR,R,C,0.0146231,0.205211,0.294422
RR,R,C,0.0145393,0.204989,0.287277
RR,R,R,0.0103006,0.205055,0.286548
RR,R,R,0.0107412,0.204918,0.281366
RR,R,R,0.0101896,0.204634,0.283565
RR,R,R,0.0101833,0.204773,0.285862
RR,R,R,0.0101861,0.204605,0.31066
RR,R,R,0.0101901,0.20495,0.287384
RR,R,R,0.0102078,0.204337,0.279624
RR,R,R,0.0102622,0.204233,0.285727
RR,R,R,0.0102094,0.205066,0.286486
RR,R,R,0.0103125,0.204774,0.283929
RR,R,R,0.0102189,0.204626,0.287854
RR,R,R,0.0102001,0.20498,0.282275
RR,R,R,0.0102125,0.204532,0.303776
RR,R,R,0.0102284,0.205214,0.284607
RR,R,R,0.0102633,0.204406,0.281689
RR,R,R,0.0101708,0.204724,0.282583
RR,R,R,0.0102139,0.204768,0.285894
RR,R,R,0.0101871,0.204789,0.285744
RR,R,R,0.0102136,0.205152,0.284
RR,R,R,0.0102083,0.205345,0.287612
CR,CC,CC,0.0154833,0.244717,0.342769
CR,CC,CC,0.0152737,0.244535,0.33093
CR,CC,CC,0.0153458,0.244551,0.33192
CR,CC,CC,0.0154239,0.244577,0.322585
CR,CC,CC,0.0152243,0.244543,0.328294
CR,CC,CC,0.0154068,0.244623,0.330486
CR,CC,CC,0.0154167,0.244548,0.327032
CR,CC,CC,0.0153114,0.244637,0.344963
CR,CC,CC,0.0152483,0.244585,0.325112
CR,CC,CC,0.0152454,0.244623,0.323638
CR,CC,CC,0.0152872,0.245355,0.324451
CR,CC,CC,0.0152519,0.245206,0.323951
CR,CC,CC,0.0154113,0.244564,0.330702
CR,CC,CC,0.015185,0.24455,0.327569
CR,CC,CC,0.0153471,0.244574,0.339825
CR,CC,CC,0.0152875,0.243558,0.329896
CR,CC,CC,0.0151761,0.24362,0.322373
CR,CC,CC,0.011361,0.243377,0.325023
CR,CC,CC,0.0152171,0.243327,0.322944
CR,CC,CC,0.0153391,0.243314,0.324277
CR,CC,RR,0.0130474,0.243265,0.327711
CR,CC,RR,0.0167108,0.243258,0.340594
CR,CC,RR,0.0167447,0.243968,0.327053
CR,CC,RR,0.0168087,0.243209,0.329757
CR,CC,RR,0.0166983,0.243242,0.324201
CR,CC,RR,0.0166928,0.243576,0.325272
CR,CC,RR,0.0129396,0.243298,0.33028
CR,CC,RR,0.0167489,0.243246,0.321301
CR,CC,RR,0.0167615,0.243597,0.343928
CR,CC,RR,0.016796,0.243197,0.331062
CR,CC,RR,0.0127906,0.243261,0.322664
CR,CC,RR,0.0167236,0.243204,0.327572
CR,CC,RR,0.0167065,0.243255,0.324248
CR,CC,RR,0.0167269,0.243251,0.322958
CR,CC,RR,0.0168185,0.243211,0.327079
CR,CC,RR,0.0166675,0.243295,0.339205
CR,CC,RR,0.01668,0.242971,0.328585
CR,CC,RR,0.0166843,0.242973,0.325977
CR,CC,RR,0.0166285,0.242987,0.318882
CR,CC,RR,0.0169171,0.242994,0.328166
CR,CC,CR,0.0157508,0.242977,0.324761
CR,CC,CR,0.0155457,0.242924,0.321959
CR,CC,CR,0.0156853,0.243645,0.350046
CR,CC,CR,0.0154478,0.242906,0.323457
CR,CC,CR,0.0154469,0.242886,0.319161
CR,CC,CR,0.0155959,0.242889,0.328802
CR,CC,CR,0.015702,0.242906,0.322481
CR,CC,CR,0.0154626,0.242872,0.322169
CR,CC,CR,0.0155717,0.242881,0.32341
CR,CC,CR,0.0156382,0.242984,0.339944
CR,CC,CR,0.0155866,0.242984,0.330614
CR,CC,CR,0.0155963,0.242887,0.327898
CR,CC,CR,0.0116095,0.242939,0.322705
CR,CC,CR,0.0156987,0.242922,0.330672
CR,CC,CR,0.015599,0.24293,0.32862
CR,CC,CR,0.0155533,0.242942,0.326539
CR,CC,CR,0.0116424,0.242896,0.34131
CR,CC,CR,0.0154473,0.242883,0.32416
CR,CC,CR,0.011594,0.242916,0.327144
CR,CC,CR,0.015471,0.242938,0.322146
CR,CC,RC,0.0163051,0.242838,0.327201
CR,CC,RC,0.0160485,0.242839,0.324422
CR,CC,RC,0.0162221,0.243741,0.326843
CR,CC,RC,0.0161758,0.24277,0.342459
CR,CC,RC,0.0162041,0.242808,0.330859
CR,CC,RC,0.0163559,0.242873,0.327872
CR,CC,RC,0.0163543,0.24279,0.32156
CR,CC,RC,0.0160528,0.242795,0.321362
CR,CC,RC,0.0162323,0.243463,0.328777
CR,CC,RC,0.0160043,0.242815,0.323222
CR,CC,RC,0.0160984,0.242863,0.336943
CR,CC,RC,0.0162857,0.242944,0.326058
CR,CC,RC,0.0162608,0.24279,0.326693
CR,CC,RC,0.0161718,0.242873,0.329604
CR,CC,RC,0.0161426,0.242824,0.326118
CR,CC,RC,0.0161414,0.242878,0.324026
CR,CC,RC,0.0160502,0.242809,0.321307
CR,CC,RC,0.0161103,0.242777,0.340323
CR,CC,RC,0.01623,0.242792,0.32804
CR,CC,RC,0.0162535,0.242823,0.325227
CR,CC,C,0.0153348,0.241722,0.322074
CR,CC,C,0.0150495,0.241263,0.322526
CR,CC,C,0.0150191,0.241184,0.322402
CR,CC,C,0.0151525,0.241191,0.325927
CR,CC,C,0.0151986,0.24123,0.335117
CR,CC,C,0.0150632,0.242084,0.329181
CR,CC,C,0.01525,0.241444,0.31948
CR,CC,C,0.0150717,0.241416,0.324816
CR,CC,C,0.0150207,0.241406,0.322076
CR,CC,C,0.0150587,0.241412,0.325419
CR,CC,C,0.0114112,0.241434,0.326301
CR,CC,C,0.0149934,0.241414,0.335154
CR,CC,C,0.0151783,0.241591,0.330671
CR,CC,C,0.0112941,0.241484,0.321198
CR,CC,C,0.0111258,0.241412,0.323291
CR,CC,C,0.0150483,0.241419,0.32083
CR,CC,C,0.0150865,0.241383,0.32209
CR,CC,C,0.0151652,0.241403,0.32467
CR,CC,C,0.015113,0.241492,0.33336
CR,CC,C,0.0150292,0.241489,0.322462
CR,CC,R,0.0108344,0.241302,0.320426
CR,CC,R,0.0107294,0.241325,0.31845
CR,CC,R,0.0107333,0.241272,0.312146
CR,CC,R,0.0106646,0.241307,0.324546
CR,CC,R,0.0108672,0.241231,0.319213
CR,CC,R,0.00675153,0.241301,0.336066
CR,CC,R,0.0107212,0.241555,0.318174
CR,CC,R,0.0107905,0.241938,0.321614
CR,CC,R,0.0107293,0.241264,0.317451
CR,CC,R,0.0106301,0.241227,0.312596
CR,CC,R,0.0106605,0.24124,0.315466
CR,CC,R,0.0106635,0.241256,0.31448
CR,CC,R,0.0106232,0.24123,0.335764
CR,CC,R,0.0106939,0.241248,0.322281
CR,CC,R,0.0106598,0.241332,0.316333
CR,CC,R,0.0112637,0.241628,0.318111
CR,CC,R,0.0107218,0.24127,0.315377
CR,CC,R,0.0106824,0.241224,0.322409
CR,CC,R,0.0107385,0.241326,0.31554
CR,CC,R,0.0108019,0.241298,0.331611
CR,RR,CC,0.015894,0.219135,0.30099
CR,RR,CC,0.0156975,0.219118,0.301877
CR,RR,CC,0.0157859,0.219107,0.299741
CR,RR,CC,0.0157428,0.219063,0.30084
CR,RR,CC,0.0157503,0.219114,0.298741
CR,RR,CC,0.0157264,0.219143,0.302111
CR,RR,CC,0.0123832,0.219582,0.317067
CR,RR,CC,0.0156393,0.219198,0.299593
CR,RR,CC,0.0159066,0.219103,0.301444
CR,RR,CC,0.0158319,0.219098,0.302516
CR,RR,CC,0.0157383,0.219851,0.296351
CR,RR,CC,0.0156661,0.219076,0.299409
CR,RR,CC,0.0157317,0.219303,0.302112
CR,RR,CC,0.0158776,0.219237,0.314488
CR,RR,CC,0.0157407,0.219241,0.298757
CR,RR,CC,0.0157038,0.219086,0.300867
CR,RR,CC,0.015704,0.218932,0.295695
CR,RR,CC,0.0157283,0.218909,0.298737
CR,RR,CC,0.0156611,0.218973,0.30586
CR,RR,CC,0.012325,0.2191,0.300207
CR,RR,RR,0.0139802,0.219851,0.318401
CR,RR,RR,0.0171498,0.219546,0.300877
CR,RR,RR,0.0171708,0.219797,0.300481
CR,RR,RR,0.0139328,0.220208,0.300075
CR,RR,RR,0.0171971,0.219667,0.302691
CR,RR,RR,0.0171465,0.219562,0.299557
CR,RR,RR,0.0172499,0.219982,0.301673
CR,RR,RR,0.0171501,0.21958,0.319958
CR,RR,RR,0.0171199,0.219514,0.302797
CR,RR,RR,0.0171957,0.219524,0.299355
CR,RR,RR,0.0172489,0.219557,0.300215
CR,RR,RR,0.0174507,0.219607,0.306779
CR,RR,RR,0.0172201,0.219549,0.299052
CR,RR,RR,0.0171572,0.219701,0.30415
CR,RR,RR,0.0171691,0.219734,0.320631
CR,RR,RR,0.017153,0.219533,0.300111
CR,RR,RR,0.0173673,0.219603,0.301549
CR,RR,RR,0.0138534,0.219565,0.300618
CR,RR,RR,0.017184,0.219555,0.306081
CR,RR,RR,0.0171207,0.219552,0.299743
CR,RR,CR,0.0162431,0.219557,0.301271
CR,RR,CR,0.0125836,0.219459,0.31582
CR,RR,CR,0.0159859,0.219564,0.302315
CR,RR,CR,0.01274,0.219401,0.303253
CR,RR,CR,0.0159409,0.219388,0.302545
CR,RR,CR,0.0164553,0.219816,0.301945
CR,RR,CR,0.0160663,0.219695,0.299977
CR,RR,CR,0.012811,0.219424,0.300442
CR,RR,CR,0.0160576,0.219396,0.322076
CR,RR,CR,0.0161029,0.219402,0.298731
CR,RR,CR,0.0159759,0.219406,0.302514
CR,RR,CR,0.0125804,0.219422,0.299961
CR,RR,CR,0.0161511,0.219404,0.300627
CR,RR,CR,0.0159585,0.219405,0.300625
CR,RR,CR,0.0159453,0.219434,0.298656
CR,RR,CR,0.0159251,0.220375,0.315439
CR,RR,CR,0.0125855,0.219479,0.300153
CR,RR,CR,0.0160318,0.219573,0.298091
CR,RR,CR,0.0161839,0.219725,0.300826
CR,RR,CR,0.0161249,0.220223,0.301592
CR,RR,RC,0.0167326,0.219642,0.304005
CR,RR,RC,0.0166442,0.219713,0.301708
CR,RR,RC,0.0165602,0.219499,0.317371
CR,RR,RC,0.0131163,0.219682,0.304249
CR,RR,RC,0.0165911,0.219616,0.299433
CR,RR,RC,0.013129,0.219569,0.299011
CR,RR,RC,0.0166169,0.219893,0.299459
CR,RR,RC,0.0165833,0.219519,0.298213
CR,RR,RC,0.0165893,0.2196,0.300663
CR,RR,RC,0.0166114,0.219724,0.320306
CR,RR,RC,0.0165646,0.219644,0.299092
CR,RR,RC,0.0167188,0.219629,0.303043
CR,RR,RC,0.0166754,0.219639,0.30107
CR,RR,RC,0.0166497,0.219694,0.300204
CR,RR,RC,0.0165432,0.219642,0.300171
CR,RR,RC,0.0165304,0.219633,0.30176
CR,RR,RC,0.0168628,0.21969,0.317721
CR,RR,RC,0.0166112,0.219645,0.306502
CR,RR,RC,0.0166569,0.219694,0.301824
CR,RR,RC,0.0134439,0.219679,0.303001
CR,RR,C,0.0156734,0.220023,0.305499
CR,RR,C,0.0155534,0.220008,0.303932
CR,RR,C,0.0155616,0.22002,0.297183
CR,RR,C,0.0154813,0.220027,0.319233
CR,RR,C,0.0155354,0.220013,0.30572
CR,RR,C,0.0154911,0.219976,0.302909
CR,RR,C,0.0155835,0.220266,0.300184
CR,RR,C,0.0122261,0.220001,0.299954
CR,RR,C,0.0155903,0.220011,0.296685
CR,RR,C,0.0154826,0.219982,0.295173
CR,RR,C,0.0155312,0.220625,0.315434
CR,RR,C,0.0156203,0.220036,0.301895
CR,RR,C,0.0155502,0.219998,0.301365
CR,RR,C,0.0154813,0.219989,0.301289
CR,RR,C,0.0154907,0.220009,0.300475
CR,RR,C,0.0155325,0.220014,0.297492
CR,RR,C,0.0121878,0.220028,0.302339
CR,RR,C,0.0155541,0.220107,0.316169
CR,RR,C,0.0155059,0.22007,0.300141
CR,RR,C,0.0156628,0.220226,0.302561
CR,RR,R,0.0113373,0.219853,0.294511
CR,RR,R,0.0112435,0.219883,0.294441
CR,RR,R,0.0111628,0.219648,0.294089
CR,RR,R,0.01115,0.2198,0.29249
CR,RR,R,0.0111516,0.219803,0.310808
CR,RR,R,0.0111714,0.22001,0.294961
CR,RR,R,0.0111831,0.220055,0.296395
CR,RR,R,0.0111798,0.219688,0.293134
CR,RR,R,0.0111539,0.219645,0.292617
CR,RR,R,0.0112009,0.219759,0.294846
CR,RR,R,0.0112434,0.219753,0.295567
CR,RR,R,0.00773285,0.21974,0.31224
CR,RR,R,0.0112066,0.219681,0.293944
CR,RR,R,0.0112864,0.21967,0.296523
CR,RR,R,0.0111725,0.219805,0.294985
CR,RR,R,0.0111153,0.219646,0.297355
CR,RR,R,0.0112034,0.219851,0.301053
CR,RR,R,0.0111993,0.219767,0.296581
CR,RR,R,0.0111767,0.219764,0.311934
CR,RR,R,0.00770243,0.219681,0.298092
CR,CR,CC,0.0155448,0.241491,0.324973
CR,CR,CC,0.0152974,0.241327,0.324205
CR,CR,CC,0.0153784,0.241267,0.322342
CR,CR,CC,0.0152338,0.241283,0.319342
CR,CR,CC,0.0152107,0.241894,0.323782
CR,CR,CC,0.0152419,0.241224,0.339287
CR,CR,CC,0.0153494,0.241228,0.320097
CR,CR,CC,0.0152561,0.241199,0.320704
CR,CR,CC,0.0152772,0.241267,0.32101
CR,CR,CC,0.0152349,0.241219,0.324377
CR,CR,CC,0.0153184,0.241243,0.319727
CR,CR,CC,0.0115817,0.241283,0.318619
CR,CR,CC,0.0151691,0.241228,0.338816
CR,CR,CC,0.011544,0.241234,0.318718
CR,CR,CC,0.0112578,0.241207,0.319076
CR,CR,CC,0.015244,0.241289,0.32633
CR,CR,CC,0.0151834,0.241223,0.322553
CR,CR,CC,0.0151931,0.241265,0.32176
CR,CR,CC,0.0153222,0.241237,0.31738
CR,CR,CC,0.0151878,0.241207,0.338851
CR,CR,RR,0.0128944,0.241124,0.325773
CR,CR,RR,0.0166558,0.241719,0.32387
CR,CR,RR,0.016823,0.241105,0.321671
CR,CR,RR,0.0167513,0.241093,0.32679
CR,CR,RR,0.0168003,0.241118,0.324068
CR,CR,RR,0.0167019,0.241092,0.320404
CR,CR,RR,0.0166846,0.241336,0.340174
CR,CR,RR,0.0166464,0.241176,0.330541
CR,CR,RR,0.0166959,0.242025,0.321473
CR,CR,RR,0.0167803,0.241096,0.318803
CR,CR,RR,0.012806,0.241078,0.318675
CR,CR,RR,0.0168089,0.241565,0.326387
CR,CR,RR,0.0167287,0.241225,0.337184
CR,CR,RR,0.0168213,0.241708,0.322619
CR,CR,RR,0.0168602,0.24104,0.327822
CR,CR,RR,0.016762,0.241055,0.328656
CR,CR,RR,0.0167662,0.24105,0.322606
CR,CR,RR,0.016658,0.24112,0.322289
CR,CR,RR,0.0168333,0.241107,0.320718
CR,CR,RR,0.0167725,0.241138,0.337094
CR,CR,CR,0.0159076,0.241209,0.322156
